,rxcui,rxaui,sab,tty,code,str,suppress
453,3007,5479559,ATC,IN,J04AB01,cycloserine,N
454,3008,5479314,ATC,IN,L04AD01,ciclosporin,N
455,3008,5479315,ATC,IN,S01XA18,ciclosporin,N
456,3012,5479563,ATC,IN,C01AC03,cymarin,N
457,3013,5479565,ATC,IN,R06AX02,cyproheptadine,N
458,3014,5479566,ATC,IN,G03HA01,cyproterone,N
459,3022,5481063,ATC,IN,A16AA04,mercaptamine,N
460,3022,5936909,ATC,IN,S01XA21,mercaptamine,N
461,3041,5479568,ATC,IN,L01BC01,cytarabine,N
462,3098,5479571,ATC,IN,L01AX04,dacarbazine,N
463,3100,5479573,ATC,IN,L01DA01,dactinomycin,N
464,3102,5479577,ATC,IN,G03XA01,danazol,N
465,3105,5479578,ATC,IN,M03CA01,dantrolene,N
466,3108,5479585,ATC,IN,D10AX05,dapsone,N
467,3108,5479586,ATC,IN,J04BA02,dapsone,N
468,3109,5479592,ATC,IN,L01DB02,daunorubicin,N
469,3112,5479388,ATC,IN,P03AB01,clofenotane,N
470,3116,5479593,ATC,IN,N06BX04,deanol,N
471,3118,5479594,ATC,IN,C02CC04,debrisoquine,N
472,3129,5479724,ATC,IN,P03BX01,diethyltoluamide,N
473,3131,5479599,ATC,IN,V03AC01,deferoxamine,N
474,3142,8712480,ATC,IN,P01AX09,dehydroemetine,N
475,3143,10823221,ATC,IN,G03XX01,prasterone,N
476,3143,5481899,ATC,IN,A14AA07,prasterone,N
477,3153,5479610,ATC,IN,L01CC01,demecolcine,N
478,3154,5479608,ATC,IN,D06AA01,demeclocycline,N
479,3154,5479609,ATC,IN,J01AA01,demeclocycline,N
480,3155,5481437,ATC,IN,N05BA16,nordazepam,N
481,3194,8712481,ATC,IN,D11AX24,deoxycholic acid,N
482,3210,5479639,ATC,IN,B06AA10,desoxyribonuclease,N
483,3226,5479616,ATC,IN,D08AH01,dequalinium,N
484,3226,5479617,ATC,IN,G01AC05,dequalinium,N
485,3226,5479618,ATC,IN,R02AA02,dequalinium,N
486,3228,5479619,ATC,IN,B01AX04,dermatan sulfate,N
487,3236,5477620,ATC,PT,D,DERMATOLOGICALS,N
488,3247,5479624,ATC,IN,N06AA01,desipramine,N
489,3248,5479626,ATC,IN,C01AA07,deslanoside,N
490,3251,5479628,ATC,IN,H01BA02,desmopressin,N
491,3254,5479633,ATC,IN,D07AB08,desonide,N
492,3254,5479634,ATC,IN,S01BA11,desonide,N
493,3255,5479636,ATC,IN,D07AC03,desoximetasone,N
494,3255,5479637,ATC,IN,D07XC02,desoximetasone,N
495,3256,5479638,ATC,IN,H02AA03,desoxycortone,N
496,3264,5479641,ATC,IN,A01AC02,dexamethasone,N
497,3264,5479642,ATC,IN,C05AA09,dexamethasone,N
498,3264,5479643,ATC,IN,D07AB19,dexamethasone,N
499,3264,5479644,ATC,IN,D07XB05,dexamethasone,N
500,3264,5479645,ATC,IN,D10AA03,dexamethasone,N
501,3264,5479646,ATC,IN,H02AB02,dexamethasone,N
502,3264,5479647,ATC,IN,R01AD03,dexamethasone,N
503,3264,5479648,ATC,IN,S01BA01,dexamethasone,N
504,3264,5479649,ATC,IN,S01CB01,dexamethasone,N
505,3264,5479650,ATC,IN,S02BA06,dexamethasone,N
506,3264,5479651,ATC,IN,S03BA01,dexamethasone,N
507,3267,5479662,ATC,IN,N04AA08,dexetimide,N
508,3268,5479663,ATC,IN,A08AA04,dexfenfluramine,N
509,3288,5479657,ATC,IN,N06BA02,dexamfetamine,N
510,3289,5479675,ATC,IN,R05DA09,dextromethorphan,N
511,3290,5479677,ATC,IN,N02AC01,dextromoramide,N
512,3292,5479681,ATC,IN,C10AX01,dextrothyroxine,N
513,3304,5479684,ATC,IN,N07BC06,diamorphine,N
514,3322,5479687,ATC,IN,N05BA01,diazepam,N
515,3327,5479688,ATC,IN,C02DA01,diazoxide,N
516,3327,5479689,ATC,IN,V03AH01,diazoxide,N
517,3328,5479690,ATC,IN,J01GB09,dibekacin,N
518,3332,5479691,ATC,IN,N06AA08,dibenzepin,N
519,3339,5479326,ATC,IN,C05AD04,cinchocaine,N
520,3339,5479327,ATC,IN,D04AB02,cinchocaine,N
521,3339,5479328,ATC,IN,N01BB06,cinchocaine,N
522,3339,5479329,ATC,IN,S01HA06,cinchocaine,N
523,3339,5479330,ATC,IN,S02DA04,cinchocaine,N
524,3341,5478981,ATC,IN,C01CE04,bucladesine,N
525,3350,5479382,ATC,IN,M05BA02,clodronic acid,N
526,3351,5479701,ATC,IN,P02DX02,dichlorophen,N
527,3353,5479708,ATC,IN,S01EC02,diclofenamide,N
528,3355,5479702,ATC,IN,D11AX18,diclofenac,N
529,3355,5479703,ATC,IN,M01AB05,diclofenac,N
530,3355,5479704,ATC,IN,M02AA15,diclofenac,N
531,3355,5479705,ATC,IN,S01BC03,diclofenac,N
532,3356,5479709,ATC,IN,J01CF01,dicloxacillin,N
533,3361,5479711,ATC,IN,A03AA07,dicycloverine,N
534,3363,5482919,ATC,IN,J05AF03,zalcitabine,N
535,3364,5479712,ATC,IN,J05AF02,didanosine,N
536,3368,5479714,ATC,IN,G03CB01,dienestrol,N
537,3368,5479715,ATC,IN,G03CC02,dienestrol,N
538,3384,5479720,ATC,IN,P02CB02,diethylcarbamazine,N
539,3389,5478617,ATC,IN,A08AA03,amfepramone,N
540,3390,5479721,ATC,IN,G03CB02,diethylstilbestrol,N
541,3390,5479722,ATC,IN,G03CC05,diethylstilbestrol,N
542,3390,5479723,ATC,IN,L02AA01,diethylstilbestrol,N
543,3392,5479730,ATC,IN,D07AC06,diflucortolone,N
544,3392,5479731,ATC,IN,D07XC04,diflucortolone,N
545,3393,5479733,ATC,IN,N02BA11,diflunisal,N
546,3400,5477652,ATC,PT,C01AA,Digitalis glycosides,N
547,3403,5479737,ATC,IN,C01AA04,digitoxin,N
548,3407,5479738,ATC,IN,C01AA05,digoxin,N
549,3409,5479740,ATC,IN,C02DB01,dihydralazine,N
550,3416,5479746,ATC,IN,C04AE04,dihydroergocristine,N
551,3418,5479749,ATC,IN,N02CA01,dihydroergotamine,N
552,3423,5480522,ATC,IN,N02AA03,hydromorphone,N
553,3429,5479752,ATC,IN,A11CC02,dihydrotachysterol,N
554,3435,5479755,ATC,IN,G01AC01,diiodohydroxyquinoline,N
555,3437,5479756,ATC,IN,H03BX01,diiodotyrosine,N
556,3440,5479758,ATC,IN,C01DX10,dilazep,N
557,3443,5479760,ATC,IN,C08DB01,diltiazem,N
558,3443,6821820,ATC,IN,C05AE03,diltiazem,N
559,3445,5479764,ATC,IN,V03AB09,dimercaprol,N
560,3449,5479774,ATC,IN,D04AA13,dimetindene,N
561,3449,5479775,ATC,IN,R06AB03,dimetindene,N
562,3455,5479767,ATC,IN,G04BX13,dimethyl sulfoxide,N
563,3455,5479768,ATC,IN,M02AX03,dimethyl sulfoxide,N
564,3477,5479778,ATC,IN,G02AD01,dinoprost,N
565,3478,5479779,ATC,IN,G02AD02,dinoprostone,N
566,3489,5479782,ATC,IN,C05CA03,diosmin,N
567,3498,5479787,ATC,IN,D04AA32,diphenhydramine,N
568,3498,5479788,ATC,IN,R06AA02,diphenhydramine,N
569,3500,5479791,ATC,IN,A07DA01,diphenoxylate,N
570,3510,5479794,ATC,IN,J06AA01,diphtheria antitoxin,N
571,3510,5479795,ATC,IN,J06BB10,diphtheria immunoglobulin,N
572,3521,5479812,ATC,IN,B01AC07,dipyridamole,N
573,3539,5482270,ATC,IN,S01XA05,sodium edetate,N
574,3541,5479818,ATC,IN,C01BA03,disopyramide,N
575,3551,5479819,ATC,IN,N07AA03,distigmine,N
576,3554,5479820,ATC,IN,N07BB01,disulfiram,N
577,3554,5479821,ATC,IN,P03AA04,disulfiram,N
578,3556,5479823,ATC,IN,B01AC01,ditazole,N
579,3567,5477628,ATC,PT,C03,DIURETICS,N
580,3568,5477876,ATC,PT,C03BC,Mercurial diuretics,N
581,3616,5479828,ATC,IN,C01CA07,dobutamine,N
582,3626,5479838,ATC,IN,A03FA03,domperidone,N
583,3628,5479841,ATC,IN,C01CA04,dopamine,N
584,3631,5477630,ATC,PT,N04B,DOPAMINERGIC AGENTS,N
585,3634,5479846,ATC,IN,N06AA16,dosulepin,N
586,3637,5479848,ATC,IN,R07AB01,doxapram,N
587,3638,10823176,ATC,IN,D04AX01,doxepin,N
588,3638,5479851,ATC,IN,N06AA12,doxepin,N
589,3639,5479854,ATC,IN,L01DB01,doxorubicin,N
590,3640,5479855,ATC,IN,A01AB22,doxycycline,N
591,3640,5479856,ATC,IN,J01AA02,doxycycline,N
592,3642,5479857,ATC,IN,R06AA09,doxylamine,N
593,3648,5479861,ATC,IN,N05AD08,droperidol,N
594,3706,5479873,ATC,IN,G03DB01,dydrogesterone,N
595,3714,5479809,ATC,IN,R03DA01,diprophylline,N
596,3743,5479880,ATC,IN,D01AC03,econazole,N
597,3743,5479881,ATC,IN,G01AF05,econazole,N
598,3793,5479894,ATC,IN,B05BB01,electrolytes,N
599,3816,5479902,ATC,IN,G04BD01,emepronium,N
600,3820,5479905,ATC,IN,P01AX02,emetine,N
601,3827,5479912,ATC,IN,C09AA02,enalapril,N
602,3920,5479921,ATC,IN,N01AB04,enflurane,N
603,3925,5479923,ATC,IN,J01MA04,enoxacin,N
604,3966,5479933,ATC,IN,C01CA26,ephedrine,N
605,3966,5479934,ATC,IN,R01AA03,ephedrine,N
606,3966,5479935,ATC,IN,R01AB05,ephedrine,N
607,3966,5479936,ATC,IN,R03CA02,ephedrine,N
608,3966,5479937,ATC,IN,S01FB02,ephedrine,N
609,3991,5479940,ATC,IN,G03GB03,epimestrol,N
610,3992,5479943,ATC,IN,A01AD01,epinephrine,N
611,3992,5479944,ATC,IN,B02BC09,epinephrine,N
612,3992,5479945,ATC,IN,C01CA24,epinephrine,N
613,3992,5479946,ATC,IN,R01AA14,epinephrine,N
614,3992,5479947,ATC,IN,R03AA01,epinephrine,N
615,3992,5479948,ATC,IN,S01EA01,epinephrine,N
616,3995,5479951,ATC,IN,L01DB03,epirubicin,N
617,4018,5479965,ATC,IN,A11CC01,ergocalciferol,N
618,4021,5479968,ATC,IN,G02AB03,ergometrine,N
619,4023,5479969,ATC,IN,G02AB02,ergot alkaloids,N
620,4024,5479966,ATC,IN,C04AE01,ergoloid mesylates,N
621,4025,5479970,ATC,IN,N02CA02,ergotamine,N
622,4040,5479974,ATC,IN,C01DA13,eritrityl tetranitrate,N
623,4053,5479979,ATC,IN,D10AF02,erythromycin,N
624,4053,5479980,ATC,IN,J01FA01,erythromycin,N
625,4053,5479981,ATC,IN,S01AA17,erythromycin,N
626,4059,5479983,ATC,IN,B03XA01,erythropoietin,N
627,4077,5479990,ATC,IN,N05CD04,estazolam,N
628,4083,5479991,ATC,IN,G03CA03,estradiol,N
629,4089,5479993,ATC,IN,L01XX11,estramustine,N
630,4094,5479994,ATC,IN,G03CA04,estriol,N
631,4094,5479995,ATC,IN,G03CC06,estriol,N
632,4095,5477370,ATC,PT,L02BA,Anti-estrogens,N
633,4099,5479514,ATC,IN,G03CA57,conjugated estrogens,N
634,4103,5479996,ATC,IN,G03CA07,estrone,N
635,4103,5479997,ATC,IN,G03CC04,estrone,N
636,4107,5480008,ATC,IN,B05CA08,ethacridine lactate,N
637,4107,5480009,ATC,IN,D08AA01,ethacridine lactate,N
638,4109,5479999,ATC,IN,C03CC01,etacrynic acid,N
639,4110,5480011,ATC,IN,J04AK02,ethambutol,N
640,4112,5480005,ATC,IN,B02BX01,etamsylate,N
641,4118,5480016,ATC,IN,N05CM08,ethchlorvynol,N
642,4124,5480020,ATC,IN,G03CA01,ethinylestradiol,N
643,4124,5480021,ATC,IN,L02AA03,ethinylestradiol,N
644,4126,5478620,ATC,IN,V03AF05,amifostine,N
645,4127,5480022,ATC,IN,J04AD03,ethionamide,N
646,4129,5480023,ATC,IN,G03DC04,ethisterone,N
647,4132,5480052,ATC,IN,L01AG01,etoglucid,N
648,4134,5481959,ATC,IN,N04AA05,profenamine,N
649,4135,5480025,ATC,IN,N03AD01,ethosuximide,N
650,4136,5480027,ATC,IN,N03AB01,ethotoin,N
651,4140,5480029,ATC,IN,B01AA08,ethyl biscoumacetate,N
652,4141,5480030,ATC,IN,N01BX01,ethyl chloride,N
653,4162,5480034,ATC,IN,A14AB02,ethylestrenol,N
654,4166,5480035,ATC,IN,R05DA01,ethylmorphine,N
655,4166,5480036,ATC,IN,S01XA06,ethylmorphine,N
656,4169,5480043,ATC,IN,C01CA01,etilefrine,N
657,4171,5480037,ATC,IN,N01BB07,etidocaine,N
658,4177,5480054,ATC,IN,N01AX07,etomidate,N
659,4179,5480057,ATC,IN,L01CB01,etoposide,N
660,4182,5480061,ATC,IN,D05BB01,etretinate,N
661,4215,5477710,ATC,PT,R05CA,Expectorants,N
662,4249,5479427,ATC,IN,B02BD04,coagulation factor IX,N
663,4254,5479429,ATC,IN,B02BD05,coagulation factor VII,N
664,4257,5479430,ATC,IN,B02BD02,coagulation factor VIII,N
665,4262,6821811,ATC,IN,B02BD13,coagulation factor X,N
666,4271,5479431,ATC,IN,B02BD07,coagulation factor XIII,N
667,4278,5480075,ATC,IN,A02BA03,famotidine,N
668,4308,5480081,ATC,IN,M03AC08,fazadinium bromide,N
669,4316,5480088,ATC,IN,C08CA02,felodipine,N
670,4325,5480089,ATC,IN,P02CA06,fenbendazole,N
671,4327,5480092,ATC,IN,C08EA01,fendiline,N
672,4328,5480094,ATC,IN,A08AA02,fenfluramine,N
673,4331,5480097,ATC,IN,M01AE04,fenoprofen,N
674,4333,5480098,ATC,IN,G02CA03,fenoterol,N
675,4333,5480099,ATC,IN,R03AC04,fenoterol,N
676,4333,5480100,ATC,IN,R03CC04,fenoterol,N
677,4335,5480108,ATC,IN,R03BX01,fenspiride,N
678,4335,5480109,ATC,IN,R03DX03,fenspiride,N
679,4337,5480110,ATC,IN,N01AH01,fentanyl,N
680,4337,5480111,ATC,IN,N02AB03,fentanyl,N
681,4356,5480137,ATC,IN,B03AA10,ferrous ascorbate,N
682,4381,5480641,ATC,IN,L03AB02,interferon beta natural,N
683,4388,5480156,ATC,IN,B01AD05,fibrinolysin,N
684,4440,5480164,ATC,IN,G04BD02,flavoxate,N
685,4441,5480165,ATC,IN,C01BC04,flecainide,N
686,4444,5480167,ATC,IN,N02BG04,floctafenine,N
687,4448,5480175,ATC,IN,J01CF05,flucloxacillin,N
688,4450,5480176,ATC,IN,D01AC15,fluconazole,N
689,4450,5480177,ATC,IN,J02AC01,fluconazole,N
690,4451,5480178,ATC,IN,D01AE21,flucytosine,N
691,4451,5480179,ATC,IN,J02AX01,flucytosine,N
692,4452,5480183,ATC,IN,H02AA02,fludrocortisone,N
693,4453,5480189,ATC,IN,M01AG03,flufenamic acid,N
694,4457,5480191,ATC,IN,V03AB25,flumazenil,N
695,4458,5480194,ATC,IN,D07AB03,flumetasone,N
696,4458,5480195,ATC,IN,D07XB01,flumetasone,N
697,4459,5480199,ATC,IN,N07CA03,flunarizine,N
698,4460,5480202,ATC,IN,N05CD03,flunitrazepam,N
699,4461,5480205,ATC,IN,C05AA10,fluocinolone acetonide,N
700,4461,5480206,ATC,IN,D07AC04,fluocinolone acetonide,N
701,4461,5480207,ATC,IN,S01BA15,fluocinolone acetonide,N
702,4461,5480208,ATC,IN,S02BA08,fluocinolone acetonide,N
703,4462,5480213,ATC,IN,C05AA11,fluocinonide,N
704,4462,5480214,ATC,IN,D07AC08,fluocinonide,N
705,4463,5480217,ATC,IN,C05AA08,fluocortolone,N
706,4463,5480218,ATC,IN,D07AC05,fluocortolone,N
707,4463,5480219,ATC,IN,H02AB03,fluocortolone,N
708,4463,6821830,ATC,IN,D07XC05,fluocortolone,N
709,4488,10823187,ATC,IN,L01BC09,floxuridine,N
710,4491,5480229,ATC,IN,C05AA06,fluorometholone,N
711,4491,5480230,ATC,IN,D07AB06,fluorometholone,N
712,4491,5480231,ATC,IN,D07XB04,fluorometholone,N
713,4491,5480232,ATC,IN,D10AA01,fluorometholone,N
714,4491,5480233,ATC,IN,S01BA07,fluorometholone,N
715,4491,5480234,ATC,IN,S01CB05,fluorometholone,N
716,4492,5480239,ATC,IN,L01BC02,fluorouracil,N
717,4493,5480242,ATC,IN,N06AB03,fluoxetine,N
718,4494,5480244,ATC,IN,G03BA01,fluoxymesterone,N
719,4495,5480245,ATC,IN,N05AF01,flupentixol,N
720,4496,5480247,ATC,IN,N05AB02,fluphenazine,N
721,4500,5480187,ATC,IN,D07AC07,fludroxycortide,N
722,4501,5480252,ATC,IN,N05CD01,flurazepam,N
723,4502,5480253,ATC,IN,M01AE09,flurbiprofen,N
724,4502,5480254,ATC,IN,M02AA19,flurbiprofen,N
725,4502,5480255,ATC,IN,R02AX01,flurbiprofen,N
726,4502,5480256,ATC,IN,S01BC04,flurbiprofen,N
727,4507,5480258,ATC,IN,N05AG01,fluspirilene,N
728,4508,5480259,ATC,IN,L02BB01,flutamide,N
729,4511,5480270,ATC,IN,B03BB01,folic acid,N
730,4550,5480286,ATC,IN,J01XX01,fosfomycin,N
731,4556,5480292,ATC,IN,D09AA01,framycetin,N
732,4556,5480293,ATC,IN,R01AX08,framycetin,N
733,4556,5480294,ATC,IN,S01AA07,framycetin,N
734,4570,5480296,ATC,IN,V06DC02,fructose,N
735,4582,5482500,ATC,IN,L01BC03,tegafur,N
736,4601,5480302,ATC,IN,G01AX06,furazolidone,N
737,4603,5480303,ATC,IN,C03CA01,furosemide,N
738,4608,5480307,ATC,IN,D06AX01,fusidic acid,N
739,4608,5480308,ATC,IN,D09AA02,fusidic acid,N
740,4608,5480309,ATC,IN,J01XC01,fusidic acid,N
741,4608,5480310,ATC,IN,S01AA13,fusidic acid,N
742,4626,5480322,ATC,IN,V04CE01,galactose,N
743,4637,5480323,ATC,IN,N06DA04,galantamine,N
744,4638,5480324,ATC,IN,M03AC02,gallamine,N
745,4648,5480326,ATC,IN,C08DA02,gallopamil,N
746,4678,5480330,ATC,IN,J05AB06,ganciclovir,N
747,4678,5480331,ATC,IN,S01AD09,ganciclovir,N
748,4714,5480338,ATC,IN,A02BX07,gefarnate,N
749,4719,5480344,ATC,IN,C10AB04,gemfibrozil,N
750,4740,5477217,ATC,PT,N01A,"ANESTHETICS, GENERAL",N
751,4792,5480358,ATC,IN,G03XA02,gestrinone,N
752,4793,5480356,ATC,IN,G03DA01,gestonorone,N
753,4793,5480357,ATC,IN,L02AB03,gestonorone,N
754,4806,5480360,ATC,IN,N02BG03,glafenine,N
755,4815,5480362,ATC,IN,A10BB01,glibenclamide,N
756,4816,5480364,ATC,IN,A10BB09,gliclazide,N
757,4821,5480368,ATC,IN,A10BB07,glipizide,N
758,4832,5480371,ATC,IN,H04AA01,glucagon,N
759,4845,5480373,ATC,IN,M01AX05,glucosamine,N
760,4850,5480375,ATC,IN,B05CX01,glucose,N
761,4850,5480376,ATC,IN,V04CA02,glucose,N
762,4850,5480377,ATC,IN,V06DC01,glucose,N
763,4885,5480380,ATC,IN,A16AA03,glutamine,N
764,4890,5480381,ATC,IN,V03AB32,glutathione,N
765,4903,5480382,ATC,IN,N05CE01,glutethimide,N
766,4910,5480383,ATC,IN,A06AG04,glycerol,N
767,4910,5480384,ATC,IN,A06AX01,glycerol,N
768,4917,5480386,ATC,IN,C01DA02,glyceryl trinitrate,N
769,4917,5480387,ATC,IN,C05AE01,glyceryl trinitrate,N
770,4918,5479289,ATC,IN,N07AX02,choline alfoscerate,N
771,4919,5480389,ATC,IN,B05CX03,glycine,N
772,4952,5936939,ATC,IN,H01AB01,thyrotropin alfa,N
773,4980,5478756,ATC,IN,M01CB04,aurothioglucose,N
774,4981,5482258,ATC,IN,M01CB01,sodium aurothiomalate,N
775,4985,5477737,ATC,PT,G03GA,Gonadotropins,N
776,4986,5479299,ATC,IN,G03GA01,chorionic gonadotrophin,N
777,4994,5477255,ATC,PT,M04,ANTIGOUT PREPARATIONS,N
778,4994,5477256,ATC,PT,M04A,ANTIGOUT PREPARATIONS,N
779,5011,5480402,ATC,IN,R02AB30,gramicidin,N
780,5021,5480406,ATC,IN,D01AA08,griseofulvin,N
781,5021,5480407,ATC,IN,D01BA01,griseofulvin,N
782,5032,5480411,ATC,IN,R05CA03,guaifenesin,N
783,5036,5480413,ATC,IN,C02CC02,guanethidine,N
784,5036,5480414,ATC,IN,S01EX01,guanethidine,N
785,5084,5480426,ATC,IN,D07AD02,halcinonide,N
786,5093,5480429,ATC,IN,N05AD01,haloperidol,N
787,5095,5480431,ATC,IN,N01AB01,halothane,N
788,5140,5480432,ATC,IN,V03AN03,helium,N
789,5150,5480433,ATC,IN,B06AB01,hematin,N
790,5224,5480443,ATC,IN,B01AB01,heparin,N
791,5224,5480444,ATC,IN,C05BA03,heparin,N
792,5224,5480445,ATC,IN,S01XA14,heparin,N
793,5251,5480453,ATC,IN,N05CA11,heptabarbital,N
794,5254,5480454,ATC,IN,C01DX08,heptaminol,N
795,5293,5480456,ATC,IN,D08AE01,hexachlorophene,N
796,5296,5478592,ATC,IN,L01XX03,altretamine,N
797,5301,5480464,ATC,IN,A01AB12,hexetidine,N
798,5301,6821834,ATC,IN,G01AX16,hexetidine,N
799,5302,5480465,ATC,IN,N01AF02,hexobarbital,N
800,5302,5480466,ATC,IN,N05CA16,hexobarbital,N
801,5303,5480467,ATC,IN,C01DX06,hexobendine,N
802,5307,5480469,ATC,IN,R03AC06,hexoprenaline,N
803,5307,5480470,ATC,IN,R03CC05,hexoprenaline,N
804,5321,5480471,ATC,IN,R02AA12,hexylresorcinol,N
805,5463,5480481,ATC,IN,D03AX05,hyaluronic acid,N
806,5463,5480482,ATC,IN,M09AX01,hyaluronic acid,N
807,5463,5480483,ATC,IN,R01AX09,hyaluronic acid,N
808,5463,5480484,ATC,IN,S01KA01,hyaluronic acid,N
809,5464,5480486,ATC,IN,B06AA03,hyaluronidase,N
810,5470,5480487,ATC,IN,C02DB02,hydralazine,N
811,5486,5480489,ATC,IN,A09AB03,hydrochloric acid,N
812,5486,5480490,ATC,IN,B05XA13,hydrochloric acid,N
813,5487,5480491,ATC,IN,C03AA03,hydrochlorothiazide,N
814,5489,5480495,ATC,IN,R05DA03,hydrocodone,N
815,5492,5480496,ATC,IN,A01AC03,hydrocortisone,N
816,5492,5480497,ATC,IN,A07EA02,hydrocortisone,N
817,5492,5480498,ATC,IN,C05AA01,hydrocortisone,N
818,5492,5480499,ATC,IN,D07AA02,hydrocortisone,N
819,5492,5480500,ATC,IN,D07XA01,hydrocortisone,N
820,5492,5480501,ATC,IN,H02AB09,hydrocortisone,N
821,5492,5480502,ATC,IN,S01BA02,hydrocortisone,N
822,5492,5480503,ATC,IN,S01CB03,hydrocortisone,N
823,5492,5480504,ATC,IN,S02BA01,hydrocortisone,N
824,5495,5480516,ATC,IN,C03AA02,hydroflumethiazide,N
825,5499,10823193,ATC,IN,D11AX25,hydrogen peroxide,N
826,5499,5480519,ATC,IN,A01AB02,hydrogen peroxide,N
827,5499,5480520,ATC,IN,D08AX01,hydrogen peroxide,N
828,5499,5480521,ATC,IN,S02AA06,hydrogen peroxide,N
829,5509,5480525,ATC,IN,D11AX11,hydroquinone,N
830,5514,5480527,ATC,IN,B03BA03,hydroxocobalamin,N
831,5514,5480528,ATC,IN,V03AB33,hydroxocobalamin,N
832,5521,5480531,ATC,IN,P01BA02,hydroxychloroquine,N
833,5531,5480534,ATC,IN,B05AA07,hydroxyethylstarch,N
834,5542,5480535,ATC,IN,G03DA03,hydroxyprogesterone,N
835,5552,5480530,ATC,IN,L01XX05,hydroxycarbamide,N
836,5553,5480537,ATC,IN,N05BB01,hydroxyzine,N
837,5556,5480539,ATC,IN,A05AX02,hymecromone,N
838,5592,5477769,ATC,PT,B05DB,Hypertonic solutions,N
839,5598,5477751,ATC,PT,N05C,HYPNOTICS AND SEDATIVES,N
840,5617,5477752,ATC,PT,H01C,HYPOTHALAMIC HORMONES,N
841,5640,5480549,ATC,IN,C01EB16,ibuprofen,N
842,5640,5480550,ATC,IN,G02CC01,ibuprofen,N
843,5640,5480551,ATC,IN,M01AE01,ibuprofen,N
844,5640,5480552,ATC,IN,M02AA13,ibuprofen,N
845,5640,7717203,ATC,IN,R02AX02,ibuprofen,N
846,5650,5480560,ATC,IN,L01DB06,idarubicin,N
847,5653,5480562,ATC,IN,D06BB01,idoxuridine,N
848,5653,5480563,ATC,IN,J05AB02,idoxuridine,N
849,5653,5480564,ATC,IN,S01AD01,idoxuridine,N
850,5657,5480568,ATC,IN,L01AA06,ifosfamide,N
851,5691,5480576,ATC,IN,N06AA02,imipramine,N
852,5720,5477775,ATC,PT,J06B,IMMUNOGLOBULINS,N
853,5748,5477778,ATC,PT,L04,IMMUNOSUPPRESSANTS,N
854,5748,5477779,ATC,PT,L04A,IMMUNOSUPPRESSANTS,N
855,5764,5480584,ATC,IN,C03BA11,indapamide,N
856,5775,10823197,ATC,IN,V04CX01,indocyanine green,N
857,5781,5480596,ATC,IN,C01EB03,indometacin,N
858,5781,5480597,ATC,IN,M01AB01,indometacin,N
859,5781,5480598,ATC,IN,M02AA23,indometacin,N
860,5781,5480599,ATC,IN,S01BC01,indometacin,N
861,5783,5480601,ATC,IN,M01AE10,indoprofen,N
862,5784,5480602,ATC,IN,C02CA02,indoramin,N
863,5806,5477807,ATC,PT,J07BB,Influenza vaccines,N
864,5833,5480612,ATC,IN,A11HA07,inositol,N
865,5879,5480637,ATC,IN,L03AB04,interferon alfa-2a,N
866,5880,5480638,ATC,IN,L03AB05,interferon alfa-2b,N
867,5885,5480644,ATC,IN,L03AB03,interferon gamma,N
868,5886,5477814,ATC,PT,L03AB,Interferons,N
869,5896,5477816,ATC,PT,L03AC,Interleukins,N
870,5928,5480654,ATC,IN,V08AA03,iodamide,N
871,5933,5480655,ATC,IN,D08AG03,iodine,N
872,5936,5478518,ATC,IN,V08AC04,adipiodone,N
873,5942,5479366,ATC,IN,D08AH30,clioquinol,N
874,5942,5479367,ATC,IN,D09AA10,clioquinol,N
875,5942,5479368,ATC,IN,G01AC02,clioquinol,N
876,5942,5479369,ATC,IN,P01AA02,clioquinol,N
877,5942,5479370,ATC,IN,S02AA05,clioquinol,N
878,5948,5479780,ATC,IN,V08AA10,diodone,N
879,5954,5480672,ATC,IN,V08AC03,ioglycamic acid,N
880,5956,5480673,ATC,IN,V08AB02,iohexol,N
881,5966,5480675,ATC,IN,V08AB04,iopamidol,N
882,5967,5480676,ATC,IN,V08AC06,iopanoic acid,N
883,5968,5480670,ATC,IN,V08AD04,iofendylate,N
884,5975,5480687,ATC,IN,R05CA04,ipecacuanha,N
885,5975,5480688,ATC,IN,V03AB01,ipecacuanha,N
886,5979,5480694,ATC,IN,N06AA13,iprindole,N
887,5988,5477827,ATC,PT,V03AC,Iron chelating agents,N
888,6011,5480710,ATC,IN,N06AF01,isocarboxazid,N
889,6023,5480713,ATC,IN,R03AC07,isoetarine,N
890,6023,5480714,ATC,IN,R03CC06,isoetarine,N
891,6026,5480715,ATC,IN,N01AB06,isoflurane,N
892,6027,5480241,ATC,IN,S01EB07,fluostigmine,N
893,6038,5480717,ATC,IN,J04AC01,isoniazid,N
894,6048,5480611,ATC,IN,J05AX05,inosine pranobex,N
895,6054,5480719,ATC,IN,C01CA02,isoprenaline,N
896,6054,5480720,ATC,IN,R03AB02,isoprenaline,N
897,6054,5480721,ATC,IN,R03CB01,isoprenaline,N
898,6058,5480727,ATC,IN,C01DA08,isosorbide dinitrate,N
899,6058,5480728,ATC,IN,C05AE02,isosorbide dinitrate,N
900,6064,5480733,ATC,IN,D10AD04,isotretinoin,N
901,6064,5480734,ATC,IN,D10BA01,isotretinoin,N
902,6066,5480736,ATC,IN,C04AA01,isoxsuprine,N
