bnf_chemical_substance,bnf_chapter,bnf_name,bnf_code,drug,form,dose,misc1,combination
Other Treatment of Dry Mouth Preps,26,26,26,25,25,3,0,26
Other Treatment of Glaucoma Preps,1,1,1,1,1,0,0,1
Other Urine Testing Reagent Preps,1,1,1,1,1,0,0,1
Other Urological Pain Preps,13,13,13,13,13,1,0,13
Other Vaccine & Antisera Preps,12,12,12,12,10,7,0,12
Other Vaginal & Vulval Infection Preps,2,2,2,2,2,0,0,2
Other Vaginal/Vulva Changes Preps,7,7,7,7,7,3,0,7
Other Vehicle & Emulsifying Agent Preps,29,29,29,29,26,0,0,29
Other Vitamin A Preps 0906011,138,138,138,138,137,40,0,138
Other Vitamin A Preps 0906017,8,8,8,8,8,4,0,8
Other Vitamin B Compound Preps,106,106,106,106,106,13,0,106
Other Vitamin B Preps,296,296,296,296,294,159,0,296
Other Vitamin C & Bioflavonoid Preps,63,63,63,63,63,27,0,63
Other Vitamin C (Ascorbic Acid) Preps,183,183,183,183,182,132,0,183
Other Vitamin C Preps,109,109,109,109,109,50,0,109
Other Vitamin D Preps,13,13,13,13,13,5,0,13
Other Vitamin E Preps 0906050,216,216,216,216,216,161,0,216
Other Vitamin E Preps 0906058,31,31,31,31,31,11,0,31
Other Vitamin Formulation Preps,11,11,11,11,11,8,0,11
Other Vitamin K Preps,2,2,2,2,2,1,0,2
Other Wart & Calluse Preps,11,11,11,11,10,2,0,11
Other X-Ray Contrast Media Preps,14,14,14,14,12,6,0,14
Other Zinc Preps,215,215,215,215,213,151,0,215
Ouabain,4,4,4,4,3,4,0,4
Oxaliplatin,9,9,9,9,9,9,0,9
Oxamniquine,2,2,2,2,2,2,0,2
Oxandrolone,6,6,6,6,6,6,0,6
Oxatomide,2,2,2,2,2,2,0,2
Oxazepam,17,17,17,17,17,16,0,17
Oxcarbazepine,10,10,10,10,10,10,0,10
Oxedrine Tartrate,2,2,2,2,2,1,0,2
Oxidised Cellulose,6,6,6,6,6,0,0,6
Oxipurinol,1,1,1,1,1,1,0,1
Oxitriptan,16,16,16,16,14,16,0,16
Oxitropium Bromide,6,6,6,6,6,6,0,6
Oxprenolol Hydrochloride,33,33,33,33,33,32,0,33
Oxybuprocaine Hydrochloride,3,3,3,3,3,3,0,3
Oxybutynin,54,54,54,54,54,53,0,54
Oxybutynin Hydrochloride,7,7,7,7,7,7,0,7
Oxycodone,14,14,14,14,14,14,0,14
Oxycodone HCl/Naloxone HCl,9,9,9,9,9,8,0,9
Oxycodone Hydrochloride,142,142,142,142,142,142,0,142
Oxygen,27,27,27,27,27,20,0,27
Oxymetazoline Hydrochloride,12,12,12,12,12,9,0,12
Oxymetholone,7,7,7,7,7,7,0,7
Oxypertine,6,6,6,6,6,6,0,6
Oxyphenbutazone,6,6,6,6,6,4,0,6
Oxyphenisatine,2,2,2,2,2,2,0,2
Oxyphenonium Bromide,3,3,3,3,3,3,0,3
Oxytetracycline,29,29,29,29,29,25,0,29
Oxytetracycline Hydrochloride,1,1,1,1,1,1,0,1
Oxytocin,12,12,12,12,12,11,0,12
Paclitaxel,13,13,13,13,13,13,0,13
Paclitaxel Albumin,2,2,2,2,2,2,0,2
Padimate O,8,8,8,8,8,4,0,8
Palbociclib,6,6,6,6,6,6,0,6
Palifermin,2,2,2,2,2,2,0,2
Paliperidone,24,24,24,24,24,24,0,24
Palivizumab,8,8,8,8,8,8,0,8
Palonosetron Hydrochloride,4,4,4,4,4,4,0,4
Pamidronate Disodium,27,27,27,27,27,27,0,27
Pancreatin,55,55,55,55,55,30,0,55
Pancuronium Bromide,2,2,2,2,2,2,0,2
Panitumumab,4,4,4,4,4,4,0,4
Panobinostat,6,6,6,6,6,6,0,6
Pantoprazole,10,10,10,10,10,10,0,10
Pantothenic Acid (Calc Pantothenate),12,12,12,12,12,12,0,12
Papaveretum,19,19,19,19,19,17,0,19
Papaverine Hydrochloride,110,110,110,110,110,110,0,110
Papaverine Hydrochloride/Phentolamine,30,30,30,30,30,30,0,30
Papaverine Sulfate/Phentolamine,1,1,1,1,1,1,0,1
Papaverine Sulphate,51,51,51,51,51,51,0,51
Paracetamol,214,214,214,214,213,199,0,214
Paracetamol & Caffeine,15,15,15,15,15,6,0,15
Paracetamol & Codeine Phosphate,6,6,6,6,6,6,0,6
Paracetamol & Ibuprofen,4,4,4,4,4,4,0,4
Paracetamol & Phenylephrine HCl,28,28,28,28,28,3,0,28
Paracetamol Combined Preparations,154,154,154,154,153,13,0,154
Parachloropheylolanine,2,2,2,2,2,2,0,2
Paraffin Hard,5,5,5,5,5,0,0,5
Paraffin Soft White,12,12,12,12,12,4,0,12
Paraffin Soft Yellow,2,2,2,2,2,0,0,2
Paraffin Yellow Soft,7,7,7,7,7,1,0,7
Paraformaldehyde,1,1,1,1,1,0,0,1
Paraldehyde,10,10,10,10,10,4,0,10
Parathyroid Hormone,2,2,2,2,2,2,0,2
Parecoxib Sodium,4,4,4,4,4,4,0,4
Paricalcitol,12,12,12,12,12,12,0,12
Paritaprevir/Ritonavir/Ombitasvir,2,2,2,2,2,1,0,2
Paromomycin Sulfate,9,9,9,9,9,9,0,9
Paroxetine Hydrochloride,16,16,16,16,16,15,0,16
Pasireotide,16,16,16,16,16,16,0,16
Patiromer Calcium,4,4,4,4,4,4,0,4
Pazopanib,4,4,4,4,4,4,0,4
Pectin,1,1,1,1,1,1,0,1
Pefloxacin,2,2,2,2,2,2,0,2
Pegaptanib Sodium,2,2,2,2,2,2,0,2
Pegaspargase,3,3,3,3,3,3,0,3
Pegfilgrastim,8,8,8,8,8,8,0,8
Peginterferon Alpha,40,40,40,40,40,40,0,40
Peginterferon Beta,4,4,4,4,4,4,0,4
Pegvisomant,10,10,10,10,10,10,0,10
Pembrolizumab,4,4,4,4,4,4,0,4
Pemetrexed,4,4,4,4,4,4,0,4
Pemoline,8,8,8,8,8,8,0,8
Penamecillin,2,2,2,2,2,2,0,2
Penbutolol Sulfate,2,2,2,2,2,2,0,2
Penbutolol Sulphate With Diuretic,2,2,2,2,2,1,0,2
Penciclovir,3,3,3,3,3,3,0,3
Penicillamine,19,19,19,19,19,19,0,19
Pentaerithritol Tetranitrate,8,8,8,8,8,8,0,8
Pentamidine Isetionate,5,5,5,5,5,5,0,5
Pentastarch,2,2,2,2,2,2,0,2
Pentazocine Hydrochloride,5,5,5,5,5,4,0,5
Pentazocine Lactate,7,7,7,7,7,7,0,7
Penthienate Methobromide,2,2,2,2,2,2,0,2
Pentobarbital Sodium,5,5,5,5,5,5,0,5
Pentosan Polysulfate Sodium,19,19,19,19,19,19,0,19
Pentostatin,2,2,2,2,2,2,0,2
Pentoxifylline,12,12,12,12,12,12,0,12
Peppermint Oil,17,17,17,17,17,10,0,17
Perampanel,18,18,18,18,18,18,0,18
Pergolide Mesilate,17,17,17,17,17,15,0,17
Perhexiline Maleate,3,3,3,3,3,3,0,3
Pericyazine,9,9,9,9,9,9,0,9
Perindopril + Calcium Channel Blocker,4,4,4,4,4,4,0,4
Perindopril Arginine,6,6,6,6,6,6,0,6
Perindopril Arginine with Diuretic,2,2,2,2,2,1,0,2
Perindopril Erbumine,16,16,16,16,16,16,0,16
Perindopril Erbumine with Diuretic,2,2,2,2,2,1,0,2
Perindopril Tosilate,3,3,3,3,3,3,0,3
Perindopril Tosilate/Indapamide,1,1,1,1,1,1,0,1
Permethrin,6,6,6,6,6,6,0,6
Perphenazine,17,17,17,17,17,15,0,17
Pertussis,5,5,5,5,5,4,0,5
Pertuzumab,2,2,2,2,2,2,0,2
Pethidine Hydrochloride,38,38,38,38,38,34,0,38
Phased Formulations Of Ethinylestradiol,16,16,16,16,16,0,0,16
Phenazocine Hydrobromide,5,5,5,5,5,5,0,5
Phenazone,1,1,1,1,1,1,0,1
Phenazopyridine Hydrochloride,4,4,4,4,4,4,0,4
Phenelzine Sulfate,3,3,3,3,3,3,0,3
Pheneticillin Potassium,6,6,6,6,6,6,0,6
Pheneturide,6,6,6,6,6,6,0,6
Phenformin Hydrochloride,2,2,2,2,2,2,0,2
Phenindamine Tartrate,2,2,2,2,2,2,0,2
Phenindione,6,6,6,6,6,6,0,6
Pheniramine Maleate,3,3,3,3,3,3,0,3
Phenobarbital,133,133,133,133,133,132,0,133
Phenobarbital & Phenytoin,6,6,6,6,6,4,0,6
Phenobarbital Sod,39,39,39,39,39,38,0,39
Phenol,61,61,61,61,61,48,0,61
Phenol Liquified,1,1,1,1,1,0,0,1
Phenolphthalein,4,4,4,4,4,2,0,4
Phenolphthalein & Rhubarb,2,2,2,2,2,1,0,2
Phenoperidine Hydrochloride,3,3,3,3,3,3,0,3
Phenothrin,10,10,10,10,10,9,0,10
Phenoxetol,3,3,3,3,0,3,0,3
Phenoxybenzamine Hydrochloride,20,20,20,20,20,20,0,20
Phenoxyethanol,9,9,9,9,9,8,0,9
Phenoxymethylpenicillin (Penicillin V),58,58,58,58,58,56,0,58
Phenprocoumon,2,2,2,2,2,2,0,2
Phensuximide,1,1,1,1,1,1,0,1
Phentermine,7,7,7,7,7,7,0,7
Phentolamine Mesilate,4,4,4,4,4,4,0,4
Phentolamine/Aviptadil,3,3,3,3,3,3,0,3
Phenylbutazone,9,9,9,9,8,9,0,9
Phenylbutyric Acid,1,1,1,1,1,1,0,1
Phenylephrine HCl & Tropicamide,2,2,2,2,2,1,0,2
Phenylephrine Hydrochloride,33,33,33,33,33,30,0,33
Phenylprop HCl/Chlorphenamine Maleate,2,2,2,2,2,1,0,2
Phenylpropanolamine Hydrochloride,23,23,23,23,23,11,0,23
Phenytoin,36,36,36,36,36,35,0,36
Phenytoin Sodium,31,31,31,31,31,31,0,31
Phloroglucinol,4,4,4,4,4,4,0,4
Pholcodine,64,64,64,64,64,34,0,64
Phosphates,2,2,2,2,2,1,0,2
Phosphates (Rectal),14,14,14,14,14,6,0,14
Phthalylsulfhathiazole,2,2,2,2,2,2,0,2
Physostigmine Salicylate,7,7,7,7,7,7,0,7
Physostigmine Sulfate,15,15,15,15,15,6,0,15
Phytomenadione,42,42,42,42,42,41,0,42
Pilocarpine Hydrochloride,72,72,72,72,72,72,0,72
Pilocarpine Nitrate,10,10,10,10,10,10,0,10
Pimecrolimus,2,2,2,2,2,2,0,2
Pimozide,11,11,11,11,11,10,0,11
Pinaverium Bromide,2,2,2,2,2,2,0,2
Pindolol,6,6,6,6,6,6,0,6
Pindolol With Diuretic,2,2,2,2,2,1,0,2
Pine,3,3,3,3,3,0,0,3
Pine Tar (Eczema),8,8,8,8,8,1,0,8
Pioglitazone Hydrochloride,21,21,21,21,21,21,0,21
Pipemidic Acid,2,2,2,2,2,2,0,2
Pipenzolate Bromide,2,2,2,2,2,2,0,2
Pipenzolate Bromide Compound Prep's,4,4,4,4,4,0,0,4
Piperacillin Sodium,7,7,7,7,7,5,0,7
Piperacillin Sodium With Sodium Chloride,3,3,3,3,3,3,0,3
Piperacillin Sodium/Tazobactam Sodium,6,6,6,6,6,5,0,6
Piperaquine Phosphate/Artenimol,2,2,2,2,2,2,0,2
Piperazine,19,19,19,19,19,9,0,19
Piperidolate Hydrochloride,2,2,2,2,2,2,0,2
Pipobroman,1,1,1,1,1,1,0,1
Pipotiazine Palmitate,4,4,4,4,4,4,0,4
Piracetam,15,15,15,15,15,15,0,15
Pirbuterol Acetate,4,4,4,4,4,4,0,4
Pirbuterol Hydrochloride,7,7,7,7,7,6,0,7
Pirenoxine Sodium,3,3,3,3,3,0,0,3
Pirenzepine,5,5,5,5,5,5,0,5
Piretanide,2,2,2,2,2,2,0,2
Pirfenidone,6,6,6,6,6,6,0,6
Piribedil,4,4,4,4,4,4,0,4
Piroxicam,33,33,33,33,33,33,0,33
Pitolisant Hydrochloride,4,4,4,4,4,4,0,4
Pituitary (Posterior Lobe),4,4,4,4,3,1,0,4
Pivampicillin,8,8,8,8,8,8,0,8
Pivampicillin With Pivmecillinam,7,7,7,7,7,5,0,7
Pivmecillinam Hydrochloride,5,5,5,5,5,5,0,5
Pizotifen Malate,11,11,11,11,11,11,0,11
Plague,1,1,1,1,1,1,0,1
Plerixafor,2,2,2,2,2,2,0,2
Pneumococcal,16,16,16,16,16,16,0,16
Podophyllotoxin,6,6,6,6,6,6,0,6
Podophyllum Resin,29,29,29,29,29,27,0,29
Polawax,1,1,1,1,1,0,0,1
Poldine Metilsulfate,4,4,4,4,4,4,0,4
Policosanol,2,2,2,2,2,2,0,2
Polihexanide,3,3,3,3,3,3,0,3
Poliomyelitis,7,7,7,7,7,6,0,7
Pollen Allergy Preparations,14,14,14,14,14,5,0,14
Polyestradiol Phos Phosphate,4,4,4,4,4,4,0,4
Polymyxin B Sulfate,4,4,4,4,3,2,0,4
Polymyxin B Sulphate,8,8,8,8,8,0,0,8
Polymyxins,4,4,4,4,4,2,0,4
Polynoxylin,12,12,12,12,12,12,0,12
Polysaccharide-Iron Complex,7,7,7,7,7,5,0,7
Polythiazide,2,2,2,2,2,2,0,2
Polyvinyl Alcohol,16,16,16,16,16,15,0,16
Pomalidomide,8,8,8,8,8,8,0,8
Ponatinib,6,6,6,6,6,6,0,6
Porfimer Sodium,4,4,4,4,4,4,0,4
Posaconazole,6,6,6,6,6,6,0,6
Potassium Ascorbate,3,3,3,3,3,3,0,3
Potassium Bicarbonate,9,9,9,9,9,8,0,9
Potassium Bromide,4,4,4,4,4,0,0,4
Potassium Canrenoate,5,5,5,5,5,5,0,5
Potassium Chlorate,5,5,5,5,5,3,0,5
Potassium Chloride,141,141,141,141,141,116,0,141
Potassium Citrate,36,36,36,36,36,25,0,36
Potassium Gluconate,3,3,3,3,3,1,0,3
Potassium Hydroxyquinoline Sulphate,2,2,2,2,2,0,0,2
Potassium Iodate,2,2,2,2,2,2,0,2
Potassium Iodide,23,23,23,23,23,21,0,23
Potassium Perchlorate,5,5,5,5,5,5,0,5
Potassium Permanganate,18,18,18,18,18,16,0,18
Potassium Sulfate,1,1,1,1,1,1,0,1
Povidone,5,5,5,5,5,5,0,5
Povidone Iodine,12,12,12,12,12,11,0,12
Povidone K 25,2,2,2,2,2,2,0,2
Povidone-Iodine,11,11,11,11,11,8,0,11
Powdered Opium,2,2,2,2,2,0,0,2
Practolol,2,2,2,2,2,2,0,2
Prajmalium Bitartrate,4,4,4,4,4,4,0,4
Pramipexole,44,44,44,44,44,44,0,44
Prasterone,30,30,30,30,30,30,0,30
Prasugrel,6,6,6,6,6,6,0,6
Pravastatin Sodium,20,20,20,20,20,20,0,20
Prazepam,2,2,2,2,2,2,0,2
Praziquantel,8,8,8,8,8,8,0,8
Prazosin Hydrochloride,30,30,30,30,30,28,0,30
Prednisolone,74,74,74,74,74,68,0,74
Prednisolone Acetate,17,17,17,17,17,17,0,17
Prednisolone Sodium Metasulfobenzoate,9,9,9,9,9,9,0,9
Prednisolone Sodium Metasulphobenzoate,6,6,6,6,5,2,0,6
Prednisolone Sodium Phosphate,60,60,60,60,60,59,0,60
Prednisolone Steaglate,2,2,2,2,2,2,0,2
Prednisone,14,14,14,14,14,14,0,14
Pregabalin,58,58,58,58,58,58,0,58
PrenylamineLactate,2,2,2,2,2,2,0,2
Prep's For Other Vaginal Infections,4,4,4,4,4,0,0,4
Prepared Digitalis,2,2,2,2,2,2,0,2
Prepared Ergot,1,1,1,1,1,1,0,1
Prepared Stramonium,1,1,1,1,1,0,0,1
Prilocaine Hydrochloride,20,20,20,20,20,20,0,20
Primaquine,14,14,14,14,14,13,0,14
Primidone,33,33,33,33,33,32,0,33
Pristinamycin,2,2,2,2,2,2,0,2
Probenecid,9,9,9,9,9,8,0,9
Probucol,2,2,2,2,2,2,0,2
Procainamide Hydrochloride,11,11,11,11,11,11,0,11
Procaine Benzylpenicillin,9,9,9,9,9,9,0,9
Procaine Hydrochloride,16,16,16,16,16,15,0,16
Procarbazine Hydrochloride,2,2,2,2,2,2,0,2
Prochlorperazine Maleate,17,17,17,17,17,17,0,17
Prochlorperazine Mesilate,10,10,10,10,10,10,0,10
Procyclidine Hydrochloride,15,15,15,15,15,14,0,15
Proflavine,8,8,8,8,8,5,0,8
Proflavine Hemisulphate,4,4,4,4,4,2,0,4
Progesterone,79,79,79,79,79,76,0,79
Proglumide,2,2,2,2,2,2,0,2
Proguanil Hydrochloride,7,7,7,7,7,7,0,7
Proguanil Hydrochloride With Atovaquone,9,9,9,9,9,9,0,9
Promazine Hydrochloride,31,31,31,31,31,30,0,31
Promethazine Hydrochloride,34,34,34,34,34,33,0,34
Promethazine Teoclate,3,3,3,3,3,3,0,3
Propafenone Hydrochloride,11,11,11,11,11,11,0,11
Propamidine Isetionate,7,7,7,7,7,6,0,7
Propantheline Bromide,18,18,18,18,18,17,0,18
Propicillin Potassium,2,2,2,2,2,2,0,2
Propiverine Hydrochloride,8,8,8,8,8,8,0,8
Propofol,23,23,23,23,23,23,0,23
Propranolol Hydrochloride,164,164,164,164,164,163,0,164
Propranolol Hydrochloride With Diuretic,6,6,6,6,6,1,0,6
Propylthiouracil,14,14,14,14,14,13,0,14
Proscillaridin,2,2,2,2,2,2,0,2
Protamine Sulfate,4,4,4,4,4,4,0,4
Protamine Zinc Insulin,5,5,5,5,2,3,0,5
Protein C Concentrate,4,4,4,4,4,4,0,4
Prothipendyl Hydrochloride,2,2,2,2,2,2,0,2
Protionamide,8,8,8,8,8,8,0,8
Protirelin,5,5,5,5,5,5,0,5
Protriptyline Hydrochloride,6,6,6,6,6,6,0,6
Proxymetacaine Hydrochloride,6,6,6,6,6,4,0,6
Proxyphylline,2,2,2,2,2,2,0,2
Prucalopride,4,4,4,4,4,4,0,4
Pseudoephedrine HCl Combinations,11,11,11,11,10,2,0,11
Pseudoephedrine HCl/Dextrometh Hydrob,3,3,3,3,3,1,0,3
Pseudoephedrine Hydrochloride,57,57,57,57,57,32,0,57
Pseudoephedrine Sulphate Combinations,9,9,9,9,9,2,0,9
Pyrantel Embonate,4,4,4,4,4,4,0,4
Pyrazinamide,74,74,74,74,74,73,0,74
Pyridostigmine Bromide,41,41,41,41,41,40,0,41
Pyridoxine Hydrochloride,126,126,126,126,126,92,0,126
Pyrimethamine,8,8,8,8,8,8,0,8
Pyrimethamine with Dapsone,2,2,2,2,2,1,0,2
Pyrimethamine with Sulfadoxine,2,2,2,2,2,1,0,2
Pyrithione Zinc,2,2,2,2,2,1,0,2
Pyritinol Hydrochloride,7,7,7,7,7,7,0,7
Pyrogallol,3,3,3,3,3,0,0,3
Pyrvinium Pamoate,4,4,4,4,4,3,0,4
Quetiapine,89,89,89,89,89,85,0,89
Quinagolide Hydrochloride,6,6,6,6,6,4,0,6
Quinapril Hydrochloride,12,12,12,12,12,12,0,12
Quinapril Hydrochloride with Diuretic,2,2,2,2,2,2,0,2
Quinestradol,4,4,4,4,4,4,0,4
Quinestrol,2,2,2,2,2,2,0,2
Quinidine Bisulfate,7,7,7,7,7,7,0,7
Quinidine Sulfate,9,9,9,9,9,8,0,9
Quinine Bisulfate,9,9,9,9,9,9,0,9
Quinine Dihydrochloride,15,15,15,15,15,15,0,15
Quinine Hydrochloride,7,7,7,7,7,6,0,7
Quinine Sulfate,35,35,35,35,35,34,0,35
Quinupristin/Dalfopristin,2,2,2,2,2,2,0,2
Rabeprazole Sodium,4,4,4,4,4,4,0,4
Rabies,12,12,12,12,12,6,0,12
Rabies Immunoglobulin,3,3,3,3,3,3,0,3
Racecadotril,6,6,6,6,6,6,0,6
Raloxifene Hydrochloride,6,6,6,6,6,6,0,6
Raltegravir,10,10,10,10,10,10,0,10
Raltitrexed,2,2,2,2,2,2,0,2
Ramipril,41,41,41,41,41,37,0,41
Ramipril with Calcium Channel Blocker,4,4,4,4,4,4,0,4
Ramucirumab,4,4,4,4,4,4,0,4
Ranibizumab,6,6,6,6,6,6,0,6
Ranitidine Bismuth Citrate,2,2,2,2,2,2,0,2
Ranitidine Hydrochloride,87,87,87,87,87,82,0,87
Ranolazine,6,6,6,6,6,6,0,6
Rasagiline Mesilate,3,3,3,3,3,3,0,3
Rasburicase,4,4,4,4,4,4,0,4
Razoxane,2,2,2,2,2,2,0,2
Reboxetine,2,2,2,2,2,2,0,2
Regorafenib,2,2,2,2,2,2,0,2
Remifentanil Hydrochloride,6,6,6,6,6,6,0,6
Remoxipride Hydrochloride,6,6,6,6,6,6,0,6
Repaglinide,12,12,12,12,12,12,0,12
Reproterol Hydrochloride,8,8,8,8,8,8,0,8
Reserp & Rauw Alk With Alkavervir,4,4,4,4,4,2,0,4
Reserp & Rauw Alk With Barbiturate,4,4,4,4,4,1,0,4
Reserp & Rauw Alk With Diuretic,8,8,8,8,8,3,0,8
Reserpine And Rauwolfia Alkaloids,16,16,16,16,16,15,0,16
Reslizumab,4,4,4,4,4,4,0,4
Resorcinol,10,10,10,10,10,2,0,10
Retapamulin,2,2,2,2,2,2,0,2
Reteplase,2,2,2,2,2,2,0,2
Retigabine,12,12,12,12,12,10,0,12
Reviparin Sodium,2,2,2,2,2,2,0,2
Rhubarb,2,2,2,2,2,0,0,2
Ribavirin,18,18,18,18,18,18,0,18
Ribavirin (Old),2,2,2,2,2,2,0,2
Riboflavin,62,62,62,62,62,52,0,62
Rifabutin,26,26,26,26,26,26,0,26
Rifampicin,29,29,29,29,29,28,0,29
Rifampicin Combined Preparations,9,9,9,9,9,4,0,9
Rifaximin,8,8,8,8,8,8,0,8
Rilpivirine,2,2,2,2,2,2,0,2
Riluzole,6,6,6,6,6,6,0,6
Rimexolone,2,2,2,2,2,2,0,2
Rimiterol Hydrobromide,6,6,6,6,6,6,0,6
Rimonabant,2,2,2,2,2,2,0,2
Ringers,6,6,6,6,6,6,0,6
Riociguat,10,10,10,10,10,10,0,10
Risankizumab,2,2,2,2,2,2,0,2
Risedronate Sodium,9,9,9,9,9,9,0,9
Risperidone,36,36,36,36,36,36,0,36
Ritodrine Hydrochloride,5,5,5,5,5,5,0,5
Ritonavir,9,9,9,9,9,9,0,9
Rituximab,10,10,10,10,10,10,0,10
Rivaroxaban,10,10,10,10,10,8,0,10
Rivastigmine,41,41,41,41,41,41,0,41
Rizatriptan,8,8,8,8,8,8,0,8
Rocuronium Bromide,8,8,8,8,8,8,0,8
Rofecoxib,11,11,11,11,11,11,0,11
Roflumilast,4,4,4,4,4,4,0,4
Rolapitant,2,2,2,2,2,2,0,2
Romiplostim,6,6,6,6,6,6,0,6
Ropinirole Hydrochloride,57,57,57,57,57,53,0,57
Ropivacaine Hydrochloride,11,11,11,11,11,11,0,11
Rose Bengal,2,2,2,2,2,2,0,2
Rosiglitazone,5,5,5,5,5,5,0,5
Rosoxacin,2,2,2,2,2,2,0,2
Rosuvastatin Calcium,9,9,9,9,9,9,0,9
Rotavirus,6,6,6,6,6,1,0,6
Rotigotine,14,14,14,14,14,12,0,14
Roxithromycin,2,2,2,2,2,2,0,2
Rubella,17,17,17,17,17,10,0,17
Rufinamide,8,8,8,8,8,8,0,8
Rupatadine Fumarate,3,3,3,3,3,3,0,3
Rutosides,2,2,2,2,2,2,0,2
Ruxolitinib,8,8,8,8,8,8,0,8
Sacrosidase,2,2,2,2,2,0,0,2
Sacubitril/Valsartan,6,6,6,6,6,6,0,6
Safinamide,4,4,4,4,4,4,0,4
Salbutamol,152,152,152,152,150,148,0,152
Salicylic Acid,221,221,221,221,221,109,0,221
Saline,34,34,34,34,34,22,0,34
Salmeterol,19,19,19,19,19,19,0,19
Salsalate,2,2,2,2,2,2,0,2
Saquinavir Mesylate,5,5,5,5,5,5,0,5
Sarilumab,8,8,8,8,8,8,0,8
Saxagliptin,4,4,4,4,4,4,0,4
Saxagliptin/Dapagliflozin,2,2,2,2,2,2,0,2
Saxagliptin/Metformin,4,4,4,4,4,4,0,4
Sebelipase Alfa,2,2,2,2,2,2,0,2
Secnidazole,1,1,1,1,1,1,0,1
Secobarbital Sodium,8,8,8,8,8,7,0,8
Selegiline Hydrochloride,22,22,22,22,22,21,0,22
Selenium,9,9,9,9,9,9,0,9
Selenium Sulfide,11,11,11,11,11,11,0,11
Semaglutide,6,6,6,6,6,6,0,6
Semisodium Valproate,2,2,2,2,2,2,0,2
Senna,43,43,43,43,40,26,0,43
Sermorelin Acetate,2,2,2,2,2,2,0,2
Serrapeptase,2,2,2,2,2,2,0,2
Sertindole,8,8,8,8,8,8,0,8
Sertraline Hydrochloride,31,31,31,31,31,31,0,31
Sevelamer,7,7,7,7,7,7,0,7
Sevoflurane,1,1,1,1,1,0,0,1
Shingles (H/Z),2,2,2,2,2,0,0,2
Sibutramine,4,4,4,4,4,4,0,4
Sildenafil (Erectile Dysfunction),25,25,25,25,25,25,0,25
Sildenafil (Fle Sex Hormone),1,1,1,1,1,1,0,1
Sildenafil(Vasodilator Antihypertensive),8,8,8,8,8,8,0,8
Siltuximab,4,4,4,4,4,4,0,4
Silver Nitrate,38,38,38,38,38,37,0,38
Silver Sulfadiazine,3,3,3,3,3,2,0,3
Simeprevir,2,2,2,2,2,2,0,2
Simeticone,16,16,16,16,16,13,0,16
Simple,11,11,11,11,11,0,0,11
Simvastatin,29,29,29,29,29,29,0,29
Simvastatin & Ezetimibe,6,6,6,6,6,6,0,6
Sirolimus,12,12,12,12,12,12,0,12
Sitagliptin,8,8,8,8,8,8,0,8
Sitaxentan Sodium,2,2,2,2,2,2,0,2
Sitosterol,1,1,1,1,1,0,0,1
"Skin Protectives,Fillers & Cleansers",27,27,27,27,27,5,0,27
Smallpox,2,2,2,2,2,2,0,2
Soap,6,6,6,6,5,0,0,6
Sodium Aurothiomalate,10,10,10,10,10,10,0,10
Sodium Benzoate,37,37,37,37,37,35,0,37
Sodium Bicarbonate,177,177,177,177,177,170,0,177
Sodium Bromide,1,1,1,1,1,1,0,1
Sodium Calcium Edetate,4,4,4,4,4,3,0,4
Sodium Cellulose Phosphate,4,4,4,4,4,2,0,4
Sodium Chloride,519,519,519,519,519,484,0,519
Sodium Chloride+Glucose,1,1,1,1,1,1,0,1
Sodium Citrate,46,46,46,46,46,43,0,46
Sodium Citrate (Rectal),9,9,9,9,9,4,0,9
Sodium Clodronate,14,14,14,14,14,14,0,14
Sodium Cromoglicate,98,98,98,98,98,87,0,98
Sodium Dichloroacetate,1,1,1,1,1,1,0,1
Sodium Diethyldithiocarbamate,2,2,2,2,2,2,0,2
Sodium Dihydrogen Phosphate Dihydrate,17,17,17,17,17,16,0,17
Sodium Feredetate,5,5,5,5,5,3,0,5
Sodium Fluoride,91,91,91,91,91,83,0,91
Sodium Fusidate,10,10,10,10,10,8,0,10
Sodium Glycerophosphate,3,3,3,3,3,3,0,3
Sodium Hyaluronate,19,19,19,19,19,15,0,19
Sodium Hypochlorite,34,34,34,34,33,27,0,34
Sodium Iodide,3,3,3,3,3,2,0,3
Sodium Lactate,25,25,25,25,25,15,0,25
Sodium Monofluorophosphate,2,2,2,2,2,2,0,2
Sodium Nitroprusside,1,1,1,1,1,1,0,1
Sodium Oxybate,2,2,2,2,2,2,0,2
Sodium Perborate,2,2,2,2,2,2,0,2
Sodium Phenylbutyrate,23,23,23,23,23,22,0,23
Sodium Phosphate,30,30,30,30,30,27,0,30
Sodium Picosulfate,13,13,13,13,13,12,0,13
Sodium Polystyrene Sulfonate,4,4,4,4,4,1,0,4
Sodium Potassium Tartrate,2,2,2,2,2,0,0,2
Sodium Pyrrolidone Carboxylate,2,2,2,2,2,2,0,2
Sodium Salicylate,5,5,5,5,5,3,0,5
Sodium Stibogluconate,2,2,2,2,2,2,0,2
Sodium Tetradecyl Sulphate,26,26,26,26,26,26,0,26
Sodium Thiosulfate,14,14,14,14,14,14,0,14
Sodium Valproate,98,98,98,98,98,97,0,98
Sofosbuvir,2,2,2,2,2,2,0,2
Sofosbuvir/Ledipasvir,2,2,2,2,2,2,0,2
Sofosbuvir/Velpatasvir,2,2,2,2,2,2,0,2
