ATC level name,rxcui,rxaui,sab,tty,ATC code,suppress,mapped_to_bnf,combination
CARDIAC THERAPY DRUGS,1,1,1,1,1,1,1,0
CARDIOVASCULAR SYSTEM,2,2,2,2,2,2,2,0
CARDIOVASCULAR SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS,1,1,1,1,1,1,1,0
CARDIOVASCULAR SYSTEM DRUGS,1,1,1,1,1,1,1,0
CENTRAL NERVOUS SYSTEM,1,1,1,1,1,1,1,0
CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS,1,1,1,1,1,1,1,0
CHEMOTHERAPEUTICS FOR TOPICAL USE,1,1,1,1,1,1,1,0
CICATRIZANTS,1,1,1,1,1,1,1,0
COMBINATIONS OF ANTIBACTERIALS,1,1,1,1,1,1,1,0
COMBINATIONS OF ANTIHYPERTENSIVES IN ATC-GR. C02,1,1,1,1,1,1,1,0
CONTRACEPTIVES FOR TOPICAL USE,1,1,1,1,1,1,1,0
CONTRAST MEDIA,1,1,1,1,1,1,1,0
"CORTICOSTEROID DERMATOLOGICAL PREPARATIONS, PLAIN",1,1,1,1,1,1,1,0
CORTICOSTEROIDS,2,2,2,2,2,2,2,0
CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,2,2,2,2,2,2,2,0
CORTICOSTEROIDS FOR SYSTEMIC USE,1,1,1,1,1,1,1,0
"CORTICOSTEROIDS FOR SYSTEMIC USE, COMBINATIONS",1,1,1,1,1,1,1,0
"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",1,1,1,1,1,1,1,0
"CORTICOSTEROIDS, COMBINATIONS WITH ANTIBIOTICS",1,1,1,1,1,1,1,0
"CORTICOSTEROIDS, COMBINATIONS WITH ANTISEPTICS",1,1,1,1,1,1,1,0
"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",1,1,1,1,1,1,1,0
"CORTICOSTEROIDS, OTHER COMBINATIONS",1,1,1,1,1,1,1,0
"CORTICOSTEROIDS, PLAIN",1,1,1,1,1,1,1,0
COUGH AND COLD PREPARATIONS,1,1,1,1,1,1,1,0
"COUGH SUPPRESSANTS AND EXPECTORANTS, COMBINATIONS",1,1,1,1,1,1,1,0
"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",1,1,1,1,1,1,1,0
CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES,1,1,1,1,1,1,1,0
Calcineurin inhibitors,1,1,1,1,1,1,1,0
Calcitonin preparations,1,1,1,1,1,1,1,0
Calcium,1,1,1,1,1,1,1,0
Calcium antacid compound combinations,1,1,1,1,1,1,1,1
Calcium channel blockers and diuretics,1,1,1,1,1,1,1,0
Calcium compounds,1,1,1,1,1,1,1,0
"Calcium, combinations with vitamin D and/or other drugs",1,1,1,1,1,1,1,0
Capsaicin and similar agents,1,1,1,1,1,1,1,0
Carbamate anxiolytics,1,1,1,1,1,1,1,0
Carbamates,1,1,1,1,1,1,1,0
Carbamic acid esters,1,1,1,1,1,1,1,0
"Carbamic acid esters, centrally acting muscle relaxants",1,1,1,1,1,1,1,0
Carbamide products,1,1,1,1,1,1,1,0
"Carbamide products, emollients and protectives",1,1,1,1,1,1,1,0
Carbapenems,1,1,1,1,1,1,1,0
Carbohydrate nutrients,1,1,1,1,1,1,1,0
Carbohydrates,1,1,1,1,1,1,1,0
"Carbohydrates/proteins/minerals/vitamins, combinations",1,1,1,1,1,1,1,0
Carbonic anhydrase inhibitors,1,1,1,1,1,1,1,0
"Carbonic anhydrase inhibitors, antiglaucoma drugs and miotics",1,1,1,1,1,1,1,0
Carboxamide derivatives,1,1,1,1,1,1,1,0
"Carboxamide derivatives, antiepileptics",1,1,1,1,1,1,1,0
Caries prophylactic agent combinations,1,1,1,1,1,1,1,1
Caries prophylactic agents,1,1,1,1,1,1,1,0
Centrally acting antiobesity products,1,1,1,1,1,1,1,0
Centrally acting sympathomimetics,1,1,1,1,1,1,1,0
Charcoal preparations,1,1,1,1,1,1,1,0
"Charcoal preparations, intestinal absorbents",1,1,1,1,1,1,1,0
Chemicals and reagents for analysis,1,1,1,1,1,1,1,0
Chlorine containing product ectoparasiticides,1,1,1,1,1,1,1,0
Chlorine containing products,1,1,1,1,1,1,1,0
Cholera vaccines,1,1,1,1,1,1,1,0
"Choline derivative muscle relaxants, peripherally acting",1,1,1,1,1,1,1,0
Choline derivatives,1,1,1,1,1,1,1,0
Choline esters,1,1,1,1,1,1,1,0
"Choline esters, parasympathomimetics",1,1,1,1,1,1,1,0
Cimicifugae rhizoma,1,1,1,1,1,1,1,1
Cod-liver oil ointments,1,1,1,1,1,1,1,0
Colchicine derivatives,1,1,1,1,1,1,1,0
"Colchicine derivatives, antineooplastic",1,1,1,1,1,1,1,0
Colony stimulating factors,1,1,1,1,1,1,1,0
Colouring agents,1,1,1,1,1,1,1,0
Combination solutions for parenteral nutrition,1,1,1,1,1,1,1,1
"Combinations and complexes of aluminium, calcium and magnesium compounds",1,1,1,1,1,1,1,0
Combinations for eradication of Helicobacter pylori,1,1,1,1,1,1,1,0
Combinations of adrenergics,1,1,1,1,1,1,1,0
Combinations of antibacterials,1,1,1,1,1,1,1,0
Combinations of antihistamines,1,1,1,1,1,1,1,0
Combinations of antineoplastic agents,1,1,1,1,1,1,1,0
Combinations of drugs for treatment of tuberculosis,1,1,1,1,1,1,1,0
Combinations of oral blood glucose lowering drugs,1,1,1,1,1,1,1,0
"Combinations of penicillins, incl. beta-lactamase inhibitors",1,1,1,1,1,1,1,0
"Combinations of sulfonamides and trimethoprim, incl. derivatives",1,1,1,1,1,1,1,0
Combinations of vitamins,1,1,1,1,1,1,1,0
Contact laxatives,1,1,1,1,1,1,1,0
Corticosteroid derivatives,1,1,1,1,1,1,1,0
"Corticosteroid derivatives, antimigraine drugs",1,1,1,1,1,1,1,0
Corticosteroid nasal preparations for topical use,1,1,1,1,1,1,1,0
Corticosteroid ophthalmologic and otologic preparations,1,1,1,1,1,1,1,0
"Corticosteroid ophthalmologic antiinflammatory agents, plain",1,1,1,1,1,1,1,0
Corticosteroid otologicals,1,1,1,1,1,1,1,0
Corticosteroids,4,4,4,4,4,4,4,0
Corticosteroids acting locally,1,1,1,1,1,1,1,0
Corticosteroids and antiinfectives in combination,3,3,3,3,3,3,3,0
"Corticosteroids and antiinfectives in combination, opthalmologic",1,1,1,1,1,1,1,0
"Corticosteroids and antiinfectives in combination, opthalmologic and otologic",1,1,1,1,1,1,1,0
"Corticosteroids and antiinfectives in combination, otologic",1,1,1,1,1,1,1,0
Corticosteroids and mydriatics in combination,1,1,1,1,1,1,1,0
Corticosteroids for local oral treatment,1,1,1,1,1,1,1,0
"Corticosteroids for systemic use, combinations",1,1,1,1,1,1,1,0
"Corticosteroids, combinations for treatment of acne",1,1,1,1,1,1,1,0
"Corticosteroids, moderately potent (group II)",1,1,1,1,1,1,1,0
"Corticosteroids, moderately potent, combinations with antibiotics",1,1,1,1,1,1,1,0
"Corticosteroids, moderately potent, combinations with antiseptics",1,1,1,1,1,1,1,0
"Corticosteroids, moderately potent, other combinations",1,1,1,1,1,1,1,0
"Corticosteroids, plain",1,1,1,1,1,1,1,0
"Corticosteroids, potent (group III)",1,1,1,1,1,1,1,0
"Corticosteroids, potent, combinations with antibiotics",1,1,1,1,1,1,1,0
"Corticosteroids, potent, combinations with antiseptics",1,1,1,1,1,1,1,0
"Corticosteroids, potent, other combinations",1,1,1,1,1,1,1,0
"Corticosteroids, topical for treatment of hemorrhoids and anal fissures",1,1,1,1,1,1,1,0
"Corticosteroids, very potent (group IV)",1,1,1,1,1,1,1,0
"Corticosteroids, very potent, combinations with antibiotics",1,1,1,1,1,1,1,0
"Corticosteroids, very potent, combinations with antiseptics",1,1,1,1,1,1,1,0
"Corticosteroids, very potent, other combinations",1,1,1,1,1,1,1,0
"Corticosteroids, weak (group I)",1,1,1,1,1,1,1,0
"Corticosteroids, weak, combinations with antibiotics",1,1,1,1,1,1,1,0
"Corticosteroids, weak, combinations with antiseptics",1,1,1,1,1,1,1,0
"Corticosteroids, weak, other combinations",1,1,1,1,1,1,1,0
Corticosteroids/antiinfectives/mydriatics in combination,1,1,1,1,1,1,1,0
Cosmetics,1,1,1,1,1,1,1,0
Coxibs,1,1,1,1,1,1,1,0
"Curare alkaloid muscle relaxants, peripherally acting",1,1,1,1,1,1,1,0
Curare alkaloids,1,1,1,1,1,1,1,0
Cyclic amines,1,1,1,1,1,1,1,0
"Cyclic amines, direct acting antivirals",1,1,1,1,1,1,1,0
DECONGESTANTS AND ANTIALLERGICS,1,1,1,1,1,1,1,0
DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,1,1,1,1,1,1,1,0
DERMATOLOGICALS,1,1,1,1,1,1,1,0
DIAGNOSTIC AGENTS,3,3,3,3,3,3,3,0
"DIAGNOSTIC AGENTS, OPHTHAMOLOGIC",1,1,1,1,1,1,1,0
DIAGNOSTIC RADIOPHARMACEUTICALS,1,1,1,1,1,1,1,0
DIET FORMULATIONS FOR TREATMENT OF OBESITY,1,1,1,1,1,1,1,0
"DIGESTIVES, INCL. ENZYMES",2,2,2,2,2,2,2,0
DIRECT ACTING ANTIVIRALS,1,1,1,1,1,1,1,0
DIURETICS,1,1,1,1,1,1,1,0
DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION,1,1,1,1,1,1,1,0
DOPAMINERGIC AGENTS,1,1,1,1,1,1,1,0
DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,1,1,1,1,1,1,1,0
DRUGS FOR ACID RELATED DISORDERS,1,1,1,1,1,1,1,0
DRUGS FOR BILE THERAPY AND LIPOTROPICS IN COMBINATION,1,1,1,1,1,1,1,0
DRUGS FOR CONSTIPATION,2,2,2,2,2,2,2,0
DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,2,2,2,2,2,2,2,0
DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,1,1,1,1,1,1,1,0
DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),1,1,1,1,1,1,1,0
DRUGS FOR TREATMENT OF BONE DISEASES,1,1,1,1,1,1,1,0
DRUGS FOR TREATMENT OF LEPRA,1,1,1,1,1,1,1,0
DRUGS FOR TREATMENT OF TUBERCULOSIS,1,1,1,1,1,1,1,0
DRUGS USED IN ADDICTIVE DISORDERS,1,1,1,1,1,1,1,0
DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,1,1,1,1,1,1,1,0
DRUGS USED IN DIABETES,1,1,1,1,1,1,1,0
Dantrolene and derivatives,1,1,1,1,1,1,1,0
"Dantrolene and derivatives, muscle relaxants, direct acting",1,1,1,1,1,1,1,0
Detoxifying agents for antineoplastic treatment,1,1,1,1,1,1,1,0
Diagnostic agents for bile duct patency testing,1,1,1,1,1,1,1,0
Diagnostic agents for diabetes testing,1,1,1,1,1,1,1,0
"Diagnostic, opthalmologic coloring agents",1,1,1,1,1,1,1,0
Diaminopyrimidines,1,1,1,1,1,1,1,0
"Diaminopyrimidines, antimalarials",1,1,1,1,1,1,1,0
"Diazepines, oxazepines, thiazepines and oxepines",1,1,1,1,1,1,1,0
"Diazepines, oxazepines, thiazepines and oxepines antipsychotic drugs",1,1,1,1,1,1,1,0
Dibenzo-bicyclo-octadiene derivative anxiolytics,1,1,1,1,1,1,1,0
Dibenzo-bicyclo-octadiene derivatives,1,1,1,1,1,1,1,0
Dichloroacetamide derivative drugs for amoebiasis and other protozoal diseases,1,1,1,1,1,1,1,0
Dichloroacetamide derivatives,1,1,1,1,1,1,1,0
Digitalis glycosides,1,1,1,1,1,1,1,0
Dihydropyridine derivative selective calcium channel blockers with mainly vascular effects,1,1,1,1,1,1,1,0
Dihydropyridine derivatives,1,1,1,1,1,1,1,0
Dipeptidyl peptidase 4 (DPP-4) inhibitors,1,1,1,1,1,1,1,0
Dipeptidyl peptidase 4 (DPP-4) inhibitors for blood glucose lowering,1,1,1,1,1,1,1,0
Diphenylbutylpiperidine derivatives,1,1,1,1,1,1,1,0
"Diphenylbutylpiperidine derivatives, antipsychotics",1,1,1,1,1,1,1,0
Diphenylmethane derivatives,1,1,1,1,1,1,1,0
"Diphenylmethane derivatives, anxiolytics",1,1,1,1,1,1,1,0
Diphenylpropylamine derivative analgesics,1,1,1,1,1,1,1,0
Diphenylpropylamine derivatives,1,1,1,1,1,1,1,0
Diphtheria vaccines,1,1,1,1,1,1,1,0
Direct factor Xa inhibitors,1,1,1,1,1,1,1,0
Direct thrombin inhibitors,1,1,1,1,1,1,1,0
Dopa and dopa derivatives,1,1,1,1,1,1,1,0
Dopamine agonists,1,1,1,1,1,1,1,0
Drugs for embolisation,1,1,1,1,1,1,1,0
Drugs for treatment of hypercalcemia,1,1,1,1,1,1,1,0
Drugs for treatment of hyperkalemia and hyperphosphatemia,1,1,1,1,1,1,1,0
Drugs for treatment of hypoglycemia,1,1,1,1,1,1,1,0
Drugs for treatment of lepra,1,1,1,1,1,1,1,0
Drugs for urinary frequency and incontinence,1,1,1,1,1,1,1,0
Drugs used in alcohol dependence,1,1,1,1,1,1,1,0
Drugs used in erectile dysfunction,1,1,1,1,1,1,1,0
Drugs used in hereditary angioedema,1,1,1,1,1,1,1,0
Drugs used in nicotine dependence,1,1,1,1,1,1,1,0
Drugs used in opioid dependence,1,1,1,1,1,1,1,0
"ECTOPARASITICIDES, INCL. SCABICIDES",1,1,1,1,1,1,1,0
"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",1,1,1,1,1,1,1,0
ELECTROLYTES WITH CARBOHYDRATES,1,1,1,1,1,1,1,0
"ELECTROLYTES WITH CARBOHYDRATES, ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",1,1,1,1,1,1,1,0
EMOLLIENTS AND PROTECTIVES,2,2,2,2,2,2,2,0
ENDOCRINE THERAPY,1,1,1,1,1,1,1,0
ENDOCRINE THERAPY ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,1,1,1,1,1,1,1,0
ENZYMES,1,1,1,1,1,1,1,0
ENZYMES FOR TREATMENT OF WOUNDS AND ULCERS,1,1,1,1,1,1,1,0
ESTROGENS,1,1,1,1,1,1,1,0
"ESTROGENS, SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM",1,1,1,1,1,1,1,0
"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",1,1,1,1,1,1,1,0
Electrolyte solutions,1,1,1,1,1,1,1,0
Emergency contraceptive drugs,1,1,1,1,1,1,1,0
Emergency contraceptives,1,1,1,1,1,1,1,0
Encephalitis vaccines,1,1,1,1,1,1,1,0
Enema combinations,1,1,1,1,1,1,1,1
Enema for Constipation,1,1,1,1,1,1,1,0
Enemas,1,1,1,1,1,1,1,0
"Enzyme and acid preparations, combinations",1,1,1,1,1,1,1,0
Enzyme preparations,1,1,1,1,1,1,1,0
"Enzyme preparations, digestives",1,1,1,1,1,1,1,0
Enzymes,5,5,5,5,5,5,5,0
Enzymes FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,1,1,1,1,1,1,1,0
Enzymes for ALIMENTARY TRACT AND METABOLISM,1,1,1,1,1,1,1,0
"Enzymes, antithrombotic",1,1,1,1,1,1,1,0
"Enzymes, hematological",1,1,1,1,1,1,1,0
"Enzymes, peripheral vasodilators",1,1,1,1,1,1,1,0
Epoxides,1,1,1,1,1,1,1,0
"Epoxides, antineoplastic alkylating drugs",1,1,1,1,1,1,1,0
Ergot alkaloid oxytocics,1,1,1,1,1,1,1,0
Ergot alkaloid peripheral vasodilators,1,1,1,1,1,1,1,0
Ergot alkaloids,3,3,3,3,3,3,3,0
"Ergot alkaloids and oxytocin incl. analogues, in combination",1,1,1,1,1,1,1,0
"Ergot alkaloids, antimigraine",1,1,1,1,1,1,1,0
Esters of aminobenzoic acid,1,1,1,1,1,1,1,0
Esters of aminobenzoic acid for local anesthesia,1,1,1,1,1,1,1,0
Esters of benzoic acid,1,1,1,1,1,1,1,0
Esters of benzoic acid for local anesthesia,1,1,1,1,1,1,1,0
Estren derivatives,2,2,2,2,2,2,2,0
"Estren derivatives, sex hormones and modulators of the genital system",1,1,1,1,1,1,1,0
"Estren derivatives, systemic",1,1,1,1,1,1,1,0
Estrogens,1,1,1,1,1,1,1,0
"Estrogens, combinations with other drugs",1,1,1,1,1,1,1,0
"Estrogens, endocrine therapy drugs",1,1,1,1,1,1,1,0
Ethers,1,1,1,1,1,1,1,0
Ethers chemically close to antihistamines,1,1,1,1,1,1,1,0
"Ethers chemically close to antihistamines, anticholinergic",1,1,1,1,1,1,1,0
"Ethers chemically close to antihistamines, centrally acting muscle relaxants",1,1,1,1,1,1,1,0
Ethers for general anesthesia,1,1,1,1,1,1,1,0
Ethers of tropine or tropine derivatives,1,1,1,1,1,1,1,0
"Ethers of tropine or tropine derivatives, anticholinergic",1,1,1,1,1,1,1,0
"Ethers, chemically close to antihistamines",1,1,1,1,1,1,1,0
Ethylene imines,1,1,1,1,1,1,1,0
"Ethylene imines, antineoplastic alkylating drugs",1,1,1,1,1,1,1,0
Expectorants,1,1,1,1,1,1,1,0
"Fat/carbohydrates/proteins/minerals/vitamins, combinations",1,1,1,1,1,1,1,0
Fatty acid derivatives,1,1,1,1,1,1,1,0
"Fatty acid derivatives, antiepileptics",1,1,1,1,1,1,1,0
Fenamates,1,1,1,1,1,1,1,0
"Fenamates, antiinflammatory and antirheumatic drugs",1,1,1,1,1,1,1,0
Fibrates,1,1,1,1,1,1,1,0
"Fibrates, lipid modifying drugs, plain",1,1,1,1,1,1,1,0
Fibrinogen,1,1,1,1,1,1,1,0
Fibrinogen containing hemostatics,1,1,1,1,1,1,1,0
First-generation cephalosporins,1,1,1,1,1,1,1,0
Fluoride,1,1,1,1,1,1,1,0
Fluoride supplements,1,1,1,1,1,1,1,0
"Fluoroquinolone antibacterials, systemic",1,1,1,1,1,1,1,0
"Fluoroquinolone antiinfectives, ophthalmologic",1,1,1,1,1,1,1,0
Fluoroquinolones,2,2,2,2,2,2,2,0
"Folic acid analogs, antimetabolites",1,1,1,1,1,1,1,0
Folic acid analogues,1,1,1,1,1,1,1,0
Folic acid and derivatives,1,1,1,1,1,1,1,0
Folic acid and derivatives as antianemics,1,1,1,1,1,1,1,0
Food allergenic extracts,1,1,1,1,1,1,1,1
Fourth-generation cephalosporins,1,1,1,1,1,1,1,0
GENERAL NUTRIENTS,1,1,1,1,1,1,1,0
GENITO URINARY SYSTEM AND SEX HORMONES,1,1,1,1,1,1,1,0
GLYCOGENOLYTIC HORMONES,1,1,1,1,1,1,1,0
GONADOTROPINS AND OTHER OVULATION STIMULANTS,1,1,1,1,1,1,1,0
GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,1,1,1,1,1,1,1,0
Gangliosides and ganglioside derivatives,1,1,1,1,1,1,1,0
Ginkgo folium,1,1,1,1,1,1,1,1
Glucagon-like peptide-1 (GLP-1) analogues,1,1,1,1,1,1,1,0
Glucocorticoid inhalants for obstructive airway disease,1,1,1,1,1,1,1,0
Glucocorticoids,2,2,2,2,2,2,2,0
"Glucocorticoids, Systemic",1,1,1,1,1,1,1,0
Glycogenolytic hormones,1,1,1,1,1,1,1,0
Glycopeptide antibacterials,1,1,1,1,1,1,1,0
Gold preparations,1,1,1,1,1,1,1,0
Gonadotropin releasing hormone analogues,1,1,1,1,1,1,1,0
"Gonadotropin releasing hormone analogues, endocrine therapy drugs",1,1,1,1,1,1,1,0
Gonadotropin-releasing hormones,1,1,1,1,1,1,1,0
Gonadotropins,1,1,1,1,1,1,1,0
Guanidine derivatives,2,2,2,2,2,2,2,0
Guanidine derivatives and diuretics,1,1,1,1,1,1,1,0
Guanine derivatives acting on arteriolar smooth muscle,1,1,1,1,1,1,1,0
"Guanine derivatives, peripherally acting antiadrenergic agents",1,1,1,1,1,1,1,0
H2-receptor antagonists,1,1,1,1,1,1,1,0
HEMODIALYTICS AND HEMOFILTRATES,1,1,1,1,1,1,1,0
HEPATIC AND RETICULO ENDOTHELIAL SYSTEM,1,1,1,1,1,1,1,0
HEPATIC AND RETICULO ENDOTHELIAL SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS,1,1,1,1,1,1,1,0
HIGH-CEILING DIURETICS,1,1,1,1,1,1,1,0
HMG CoA reductase inhibitors,1,1,1,1,1,1,1,0
HMG CoA reductase inhibitors in combination with other lipid modifying agents,1,1,1,1,1,1,1,0
"HMG CoA reductase inhibitors, other combinations",1,1,1,1,1,1,1,0
"HMG CoA reductase inhibitors, plain lipid modifying drugs",1,1,1,1,1,1,1,0
HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,1,1,1,1,1,1,1,0
HORMONE ANTAGONISTS AND RELATED AGENTS,1,1,1,1,1,1,1,0
HORMONES AND RELATED AGENTS,1,1,1,1,1,1,1,0
HYPNOTICS AND SEDATIVES,1,1,1,1,1,1,1,0
HYPOTHALAMIC HORMONES,1,1,1,1,1,1,1,0
Halogenated hydrocarbons,1,1,1,1,1,1,1,0
"Halogenated hydrocarbons, general anesthetics",1,1,1,1,1,1,1,0
Hederae helicis folium,1,1,1,1,1,1,1,1
"Hemodialytics, concentrates",1,1,1,1,1,1,1,0
Hemofiltrates,1,1,1,1,1,1,1,0
Hemophilus influenzae B vaccines,1,1,1,1,1,1,1,0
Heparin group,1,1,1,1,1,1,1,0
Heparin group antithrombotic drugs,1,1,1,1,1,1,1,0
Heparins or heparinoids for topical use,1,1,1,1,1,1,1,0
Hepatitis vaccine combinations,1,1,1,1,1,1,1,1
Hepatitis vaccines,1,1,1,1,1,1,1,0
High-ceiling diuretics and potassium-sparing agents,1,1,1,1,1,1,1,0
Hippocastani semen,1,1,1,1,1,1,1,1
Histamine H2 receptor antagonists for peptic ulcer and GORD,1,1,1,1,1,1,1,0
Hydantoin derivatives,1,1,1,1,1,1,1,0
"Hydantoin derivatives, antiepileptics",1,1,1,1,1,1,1,0
Hydrazides,1,1,1,1,1,1,1,0
Hydrazides for tuberculosis treatment,1,1,1,1,1,1,1,0
Hydrazinophthalazine derivatives,1,1,1,1,1,1,1,0
Hydrazinophthalazine derivatives acting on arteriolar smooth muscle,1,1,1,1,1,1,1,0
Hydrazinophthalazine derivatives and diuretics,1,1,1,1,1,1,1,0
Hydroxyquinoline derivatives,1,1,1,1,1,1,1,0
Hydroxyquinoline derivatives for amoebiasis and other protozoal diseases,1,1,1,1,1,1,1,0
Hyperici herba,1,1,1,1,1,1,1,1
Hypertonic solutions,1,1,1,1,1,1,1,0
"Hypnotics and sedatives in combination, excl. barbiturates",1,1,1,1,1,1,1,0
I.V. SOLUTION ADDITIVES,1,1,1,1,1,1,1,0
I.V. SOLUTIONS,1,1,1,1,1,1,1,0
IMMUNE SERA,1,1,1,1,1,1,1,0
IMMUNE SERA AND IMMUNOGLOBULINS,1,1,1,1,1,1,1,0
IMMUNE SERA SYSTEMIC ANTIINFECTIVES,1,1,1,1,1,1,1,0
IMMUNOGLOBULINS,1,1,1,1,1,1,1,0
IMMUNOSTIMULANTS,2,2,2,2,2,2,2,0
IMMUNOSUPPRESSANTS,2,2,2,2,2,2,2,0
INFANT FORMULAS,1,1,1,1,1,1,1,0
INFLAMMATION AND INFECTION DETECTION,1,1,1,1,1,1,1,0
INSECTICIDES AND REPELLENTS,1,1,1,1,1,1,1,0
INSULINS AND ANALOGUES,1,1,1,1,1,1,1,0
INTESTINAL ADSORBENTS,1,1,1,1,1,1,1,0
INTESTINAL ANTIINFECTIVES,1,1,1,1,1,1,1,0
INTESTINAL ANTIINFLAMMATORY AGENTS,1,1,1,1,1,1,1,0
IODINE THERAPY,1,1,1,1,1,1,1,0
IODINE THERAPY DRUGS,1,1,1,1,1,1,1,0
IRON ANTIANEMIC PREPARATIONS,1,1,1,1,1,1,1,0
IRON PREPARATIONS,1,1,1,1,1,1,1,0
IRRIGATING SOLUTIONS,1,1,1,1,1,1,1,0
"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",1,1,1,1,1,1,1,0
"IV solutions used in parenteral administration of fluids, electrolytes and nutrients",1,1,1,1,1,1,1,0
Imidazole and triazole derivative topical antifungal combinations,1,1,1,1,1,1,1,1
Imidazole and triazole derivatives,1,1,1,1,1,1,1,0
"Imidazole and triazole derivatives, topical antifungals",1,1,1,1,1,1,1,0
Imidazole derivatives,4,4,4,4,4,4,4,0
Imidazole derivatives and corticosteroids,1,1,1,1,1,1,1,0
Imidazole derivatives antiinfectives/antiseptics and corticosteroids,1,1,1,1,1,1,1,0
"Imidazole derivatives, antibacterial for systemic use",1,1,1,1,1,1,1,0
"Imidazole derivatives, antimycotic for systemic use",1,1,1,1,1,1,1,0
"Imidazole derivatives, gyncological antiinfectives",1,1,1,1,1,1,1,0
"Imidazole derivatives, intestinal antiinfectives",1,1,1,1,1,1,1,0
Imidazoline derivatives,1,1,1,1,1,1,1,0
"Imidazoline derivatives, peripheral vasodilators",1,1,1,1,1,1,1,0
Imidazoline receptor agonists,1,1,1,1,1,1,1,0
Imidazoline receptor agonists in combination with diuretics,1,1,1,1,1,1,1,0
Imidazothiazole derivatives,1,1,1,1,1,1,1,0
"Imidazothiazole derivatives, antinematodal",1,1,1,1,1,1,1,0
Immune sera,1,1,1,1,1,1,1,0
"Immunoglobulins, normal human",1,1,1,1,1,1,1,0
Incontinence equipment,1,1,1,1,1,1,1,0
Indifferent preparations,1,1,1,1,1,1,1,0
"Indifferent preparations, otologicals",1,1,1,1,1,1,1,0
Indium (111In) compounds,2,2,2,2,2,2,2,0
Indium-111 inflammation and infection detection radiopharmaceuticals,1,1,1,1,1,1,1,0
Indium-111 tumour detection radiopharmaceuticals,1,1,1,1,1,1,1,0
Indole derivatives,1,1,1,1,1,1,1,0
"Indole derivatives, antipsychotic",1,1,1,1,1,1,1,0
Influenza vaccines,1,1,1,1,1,1,1,0
"Insulins and analogs for injection, fast-acting combinations",1,1,1,1,1,1,1,1
"Insulins and analogs for injection, intermediate-acting combinations",1,1,1,1,1,1,1,1
"Insulins and analogs for injection, intermediate-acting combined with fast-acting- combinations",1,1,1,1,1,1,1,1
Insulins and analogues for inhalation,1,1,1,1,1,1,1,0
"Insulins and analogues for injection used in Diabetes, intermediate- or long-acting combined with fast-acting",1,1,1,1,1,1,1,0
"Insulins and analogues for injection, fast-acting",1,1,1,1,1,1,1,0
"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",1,1,1,1,1,1,1,0
"Insulins and analogues for injection, intermediate-acting",1,1,1,1,1,1,1,0
"Insulins and analogues for injection, long-acting",1,1,1,1,1,1,1,0
Interferons,1,1,1,1,1,1,1,0
Interleukin inhibitors,1,1,1,1,1,1,1,0
Interleukins,1,1,1,1,1,1,1,0
Intermediate-acting sulfonamide combinations,1,1,1,1,1,1,1,1
Intermediate-acting sulfonamides,1,1,1,1,1,1,1,0
Intrauterine contraceptives,1,1,1,1,1,1,1,0
Intravaginal contraceptives,1,1,1,1,1,1,1,0
Iodine (123I) compounds,1,1,1,1,1,1,1,0
Iodine (125I) compounds,1,1,1,1,1,1,1,0
Iodine (131I) compounds,2,2,2,2,2,2,2,0
"Iodine I-123 compounds, CNS diagnostic radiopharmaceuticals",1,1,1,1,1,1,1,0
"Iodine I-125 compounds, cardivascular system diagnostic radiopharmaceuticals",1,1,1,1,1,1,1,0
Iodine I-131 diagnostic radiopharmaceuticals,1,1,1,1,1,1,1,0
Iodine products,1,1,1,1,1,1,1,0
"Iodine products, antiseptics and disinfectants",1,1,1,1,1,1,1,0
Iodine therapy,1,1,1,1,1,1,1,0
"Iron bivalent, oral antianemic preparations",1,1,1,1,1,1,1,0
